排序,標題,縣市,區域,類別,備註,推薦者,搜尋連結,詳細地址,原始地址,評價,評論數,消費金額,標記刪除,商店網址,緯度,經度,flag,分享連結,flag2
2557,夏烏咖啡《熟豆販售｜純植物甜點 》請從頂呱呱門口進入上二樓，營業時間參考Instagram貼文,桃園市,桃園區,咖啡店,店內有藐視國會文宣,台派 Good 地圖,https://maps.google.com/?q=%E5%A4%8F%E7%83%8F%E5%92%96%E5%95%A1%E3%80%8A%E7%86%9F%E8%B1%86%E8%B2%A9%E5%94%AE%EF%BD%9C%E7%B4%94%E6%A4%8D%E7%89%A9%E7%94%9C%E9%BB%9E%2B%E3%80%8B%E8%AB%8B%E5%BE%9E%E9%A0%82%E5%91%B1%E5%91%B1%E9%96%80%E5%8F%A3%E9%80%B2%E5%85%A5%E4%B8%8A%E4%BA%8C%E6%A8%93%EF%BC%8C%E7%87%9F%E6%A5%AD%E6%99%82%E9%96%93%E5%8F%83%E8%80%83Instagram%E8%B2%BC%E6%96%87%20%E5%A4%A7%E5%90%8C%E8%B7%AF49%E8%99%9F2F,大同路49號2F,330桃園市桃園區大同路49號2F,4.9,142,200-400,,,24.989445,121.3122787,,https://maps.app.goo.gl/8skEuTDi9mwYRuws8,
2558,牛肉王子,新竹市,北區,牛扒,支持罷免,台派 Good 地圖,https://maps.google.com/?q=%E7%89%9B%E8%82%89%E7%8E%8B%E5%AD%90%20%E5%8C%97%E9%96%80%E8%A1%9754%E8%99%9F,北門街54號,300新竹市北區北門街54號,4.2,606,200-400,,,24.8061043,120.9660779,,https://maps.app.goo.gl/iRBAkLHd4DpAQB2x9,
2559,佑專石頭沙茶火鍋（僅此一家，別無分店）,桃園市,桃園區,火鍋,"老闆的Threads文章立場鮮明，是台派友善店家。
阿川介紹",台派 Good 地圖,https://maps.google.com/?q=%E4%BD%91%E5%B0%88%E7%9F%B3%E9%A0%AD%E6%B2%99%E8%8C%B6%E7%81%AB%E9%8D%8B%EF%BC%88%E5%83%85%E6%AD%A4%E4%B8%80%E5%AE%B6%EF%BC%8C%E5%88%A5%E7%84%A1%E5%88%86%E5%BA%97%EF%BC%89%20%E4%B8%AD%E5%B1%B1%E8%B7%AF446-1%E8%99%9F,中山路446-1號,330桃園市桃園區中山路446-1號,4.3,536,400-600,,,24.9919409,121.3021692,,https://maps.app.goo.gl/VtdRBG2BgnnL2gAC6,
2560,秋 穗（營業日以IG公告為準）,桃園市,桃園區,甜品店,IG文有寫，守護我那小小多山的國家！,台派 Good 地圖,https://maps.google.com/?q=%E7%A7%8B%2B%E7%A9%97%EF%BC%88%E7%87%9F%E6%A5%AD%E6%97%A5%E4%BB%A5IG%E5%85%AC%E5%91%8A%E7%82%BA%E6%BA%96%EF%BC%89%20%E6%85%88%E5%85%89%E8%A1%97164%E5%B7%B716%E8%99%9F,慈光街164巷16號,330桃園市桃園區慈光街164巷16號,4.7,263,,,,25.0080036,121.3009344,,https://maps.app.goo.gl/ANo7ivZS4juYocm98,
2561,好感未來X夥伴生活大全聯平鎮店：台灣製造除臭襪、好感內衣褲,桃園市,平鎮區,運動用品店,老闆為民進黨籍前桃園市議員王浩宇,台派 Good 地圖,https://maps.google.com/?q=%E5%A5%BD%E6%84%9F%E6%9C%AA%E4%BE%86X%E5%A4%A5%E4%BC%B4%E7%94%9F%E6%B4%BB%E5%A4%A7%E5%85%A8%E8%81%AF%E5%B9%B3%E9%8E%AE%E5%BA%97%EF%BC%9A%E5%8F%B0%E7%81%A3%E8%A3%BD%E9%80%A0%E9%99%A4%E8%87%AD%E8%A5%AA%E3%80%81%E5%A5%BD%E6%84%9F%E5%85%A7%E8%A1%A3%E8%A4%B2%20%E5%8D%80%E5%8D%97%E6%9D%B1%E8%B7%AF57-1%E8%99%9F1%E6%A8%93,區南東路57-1號1樓,324桃園市平鎮區南東路57-1號1樓,3.8,66,,,,24.9204347,121.2131519,,https://maps.app.goo.gl/Ljw4W8XZhKTCAkUQ8,
2562,鉄燒餃子,新竹市,東區,餃子店,"挺罷免
https://www.threads.com/@dumpling_iron/post/DMaVoCAJ6Oa?xmt=AQF0K4hKEP9Re0uBDcuEe2ao4uzMMB5zCuaX9tmOhX4Pdw",台派 Good 地圖,https://maps.google.com/?q=%E9%89%84%E7%87%92%E9%A4%83%E5%AD%90%20%E6%8C%AF%E8%88%88%E8%B7%AF107%E8%99%9F,振興路107號,300新竹市東區振興路107號,4.1,2,,,,24.7951877,120.9606475,,https://maps.app.goo.gl/nqyAaWt4iNW6twpTA,
2563,老食品薑母鴨,新竹市,東區,火鍋餐廳,台灣尚勇（原版+楊玲宜議員簽名版本共兩張）、劉彥伶議員斗方,台派 Good 地圖,https://maps.google.com/?q=%E8%80%81%E9%A3%9F%E5%93%81%E8%96%91%E6%AF%8D%E9%B4%A8%20%E9%A3%9F%E5%93%81%E8%B7%AF159%E8%99%9F,食品路159號,300新竹市東區食品路159號,4.5,364,,,,24.7969321,120.9764212,,https://maps.app.goo.gl/QWSbdrfZuB1tF1QV7,
2564,柯芳美香行,新竹市,東區,商店,https://www.threads.net/@acatarbt/post/DIimHMtTIwk?xmt=AQGzcv_DSnHlIJ8DDm431BqNVD50b_K2clyNWyHbTCMl7w,台派 Good 地圖,https://maps.google.com/?q=%E6%9F%AF%E8%8A%B3%E7%BE%8E%E9%A6%99%E8%A1%8C%20%E4%B8%AD%E5%A4%AE%E8%B7%AF1%E8%99%9F,中央路1號,300新竹市東區中央路1號,4.6,12,,,,24.8037379,120.9667651,,https://maps.app.goo.gl/X48cSEGiG5ijdE1R8,
2565,Bar Bobi,新竹市,北區,酒吧,"店家參與發放「大罷免大成功」酒
https://www.facebook.com/share/1UZjGQbCK1/",台派 Good 地圖,https://maps.google.com/?q=Bar%2BBobi%20%E4%B8%AD%E5%B1%B1%E8%B7%AF75%E8%99%9F,中山路75號,300新竹市北區中山路75號,5,13,,,,24.8042268,120.9655904,,https://maps.app.goo.gl/jb4zkAZKD4CRqvuo8,
2566,食趣味 /麵包/甜點/教學/ True Taste,新竹市,東區,料理教室,IG限動提醒二階連署,台派 Good 地圖,https://maps.google.com/?q=%E9%A3%9F%E8%B6%A3%E5%91%B3%2B%2F%E9%BA%B5%E5%8C%85%2F%E7%94%9C%E9%BB%9E%2F%E6%95%99%E5%AD%B8%2F%2BTrue%2BTaste%20%E6%B0%91%E6%AC%8A%E8%B7%AF24%E5%B7%B77%E5%BC%8414%E8%99%9F,民權路24巷7弄14號,300新竹市東區民權路24巷7弄14號,3.8,4,,,,24.8066818,120.9770873,,https://maps.app.goo.gl/dsd2j8aCnLanPCV59,
2567,艾提咖啡 AITY CAFE ｜義大利麵｜蜜糖吐司【最後收客 19:30】,桃園市,桃園區,咖啡廳,"有貼台派寶寶貼紙
7/25脆上貼文跟限動有「我愛我小小多山的國家」",台派 Good 地圖,https://maps.google.com/?q=%E8%89%BE%E6%8F%90%E5%92%96%E5%95%A1%2BAITY%2BCAFE%2B%EF%BD%9C%E7%BE%A9%E5%A4%A7%E5%88%A9%E9%BA%B5%EF%BD%9C%E8%9C%9C%E7%B3%96%E5%90%90%E5%8F%B8%E3%80%90%E6%9C%80%E5%BE%8C%E6%94%B6%E5%AE%A2%2B19%3A30%E3%80%91%20%E6%B0%91%E7%94%9F%E8%B7%AF55%E5%B7%B720%E8%99%9F,民生路55巷20號,330桃園市桃園區民生路55巷20號,4.3,934,,,,24.9913913,121.3136962,,https://maps.app.goo.gl/SkY2oQwL1qgkF4uh9,
2568,小鹿文具所 DEERFOREST stationery store / 文房具店 / 文具店,桃園市,桃園區,文具店,"支持大罷免
https://www.threads.com/@deeerforest/post/DMaErx7Sm_7?xmt=AQF0HLSLoyrCMPMszoNp9VPcWkWj0NqHNSJFxDKmLhoqeQ",台派 Good 地圖,https://maps.google.com/?q=%E5%B0%8F%E9%B9%BF%E6%96%87%E5%85%B7%E6%89%80%2BDEERFOREST%2Bstationery%2Bstore%2B%2F%2B%E6%96%87%E6%88%BF%E5%85%B7%E5%BA%97%2B%2F%2B%E6%96%87%E5%85%B7%E5%BA%97%20%E6%96%B0%E6%B0%91%E8%A1%9750%E8%99%9F,新民街50號,330桃園市桃園區新民街50號,4.8,319,,,,24.9943568,121.3117839,,https://maps.app.goo.gl/XU3XcZxhPBXU9Sez8,
2569,清心福全山頂店- 珍珠奶茶手搖飲料專賣店,桃園市,平鎮區,無酒精飲料店,有掛同意罷免看板 0726休店一天鼓勵大家出來投票,台派 Good 地圖,https://maps.google.com/?q=%E6%B8%85%E5%BF%83%E7%A6%8F%E5%85%A8%E5%B1%B1%E9%A0%82%E5%BA%97-%2B%E7%8F%8D%E7%8F%A0%E5%A5%B6%E8%8C%B6%E6%89%8B%E6%90%96%E9%A3%B2%E6%96%99%E5%B0%88%E8%B3%A3%E5%BA%97%20%E5%8D%80%E4%B8%AD%E8%B1%90%E8%B7%AF%E5%B1%B1%E9%A0%82%E6%AE%B5158%E8%99%9F,區中豐路山頂段158號,324桃園市平鎮區中豐路山頂段158號,3.6,140,1-200,,,24.9004194,121.210943,,https://maps.app.goo.gl/RDt2L9MNdQoQh5Hz9,
2570,彬賓川味牛肉麵,桃園市,中壢區,中式麵食,老闆娘與員工們都是在二階連署就很樂意簽下去，連送貨來的廠商也一起揪來簽連署！,台派 Good 地圖,https://maps.google.com/?q=%E5%BD%AC%E8%B3%93%E5%B7%9D%E5%91%B3%E7%89%9B%E8%82%89%E9%BA%B5%20%E9%BE%8D%E6%9D%B1%E8%B7%AF438%E8%99%9F,龍東路438號,320桃園市中壢區龍東路438號,3.8,247,1-200,,,24.9337759,121.2563339,,https://maps.app.goo.gl/NYCG6Nbz81Qu3w7N8,
2571,蘭嶼Mbar 彌鹿大芭,台東縣,蘭嶼鄉,卡拉 OK 酒吧,店裡有六順和春春聯💚,台派 Good 地圖,https://maps.google.com/?q=%E8%98%AD%E5%B6%BCMbar%2B%E5%BD%8C%E9%B9%BF%E5%A4%A7%E8%8A%AD%20%E6%BC%81%E4%BA%BA151-2%E8%99%9F,漁人151-2號,95241台東縣漁人151-2號,4,212,,,,22.0277462,121.5358548,,https://maps.app.goo.gl/7DD6QPjxDbwSoRKJ8,
2572,蘭嶼漂流木餐廳,台東縣,蘭嶼鄉,餐廳,掛著「沒有人是局外人」,台派 Good 地圖,https://maps.google.com/?q=%E8%98%AD%E5%B6%BC%E6%BC%82%E6%B5%81%E6%9C%A8%E9%A4%90%E5%BB%B3%20952%E5%8F%B0%E6%9D%B1%E7%B8%A3%E8%98%AD%E5%B6%BC%E9%84%89,952台東縣蘭嶼鄉,952台東縣蘭嶼鄉,4.2,1724,400-600,,,22.026564,121.542106,,https://maps.app.goo.gl/vH4TqeVcu8X3jdkV8,
2573,路瑪診所,台東縣,台東市,醫療診所,醫師本人支持大罷免大成功｜可參考 threads @cheng_tsao,台派 Good 地圖,https://maps.google.com/?q=%E8%B7%AF%E7%91%AA%E8%A8%BA%E6%89%80%20%E5%90%89%E6%B3%B0%E8%B7%AF18%E8%99%9F,吉泰路18號,950台東縣台東市吉泰路18號,4.9,36,,,,22.7066366,121.05748,,https://maps.app.goo.gl/SWyDUu5csZbHsevs9,
2574,台客夫妻串燒店,台東縣,台東市,餐廳,參考脆文 https://www.threads.com/@taikkacp_hang_bah/post/DMkf_S-RsmD,台派 Good 地圖,https://maps.google.com/?q=%E5%8F%B0%E5%AE%A2%E5%A4%AB%E5%A6%BB%E4%B8%B2%E7%87%92%E5%BA%97%20%E9%96%8B%E5%B0%81%E8%A1%97589%E4%B9%8B1%E8%99%9F1%E6%A8%93,開封街589之1號1樓,950台東縣台東市開封街589之1號1樓,4.9,40,200-400,,,22.7611514,121.1405281,,https://maps.app.goo.gl/sW2UJKgPhgNfpzzs5,
2575,原味廚神,台東縣,東河鄉,"超過 $2,000",都蘭連署站店家,台派 Good 地圖,https://maps.google.com/?q=%E5%8E%9F%E5%91%B3%E5%BB%9A%E7%A5%9E%20%E9%83%BD%E8%98%AD%E8%B7%AF445-5%E8%99%9F959%20%E8%99%9F,都蘭路445-5號959 號,台東縣東河鄉都蘭路445-5號959 號,4.4,127,,,,22.88121,121.2328156,,https://maps.app.goo.gl/aC216fuKatkURiq47,
2576,海廢咖啡工作室,台東縣,東河鄉,咖啡廳,連署站,台派 Good 地圖,https://maps.google.com/?q=%E6%B5%B7%E5%BB%A2%E5%92%96%E5%95%A1%E5%B7%A5%E4%BD%9C%E5%AE%A4%20181%E8%99%9F,181號,959台東縣東河鄉181號,4.8,141,1-200,,,22.9666053,121.3022304,,https://maps.app.goo.gl/kxfg8uJjRXiSfStq5,
2577,誼美布行,台東縣,成功鎮,新增地點的電話號碼,"罷免立委黃建賓連署站
https://www.facebook.com/share/p/1Brm3SpmNc/",台派 Good 地圖,https://maps.google.com/?q=%E8%AA%BC%E7%BE%8E%E5%B8%83%E8%A1%8C%20%E4%B8%AD%E5%B1%B1%E8%B7%AF7%E8%99%9F,中山路7號,961台東縣成功鎮中山路7號,,,,,,23.1010225,121.3795165,,https://maps.app.goo.gl/dVVdi4RynQYhbvzr9,
2578,書粥,台東縣,長濱鄉,書店,"罷免立委黃建賓連署站
https://www.facebook.com/share/p/1Brm3SpmNc/",台派 Good 地圖,https://maps.google.com/?q=%E6%9B%B8%E7%B2%A5%20219-1%E8%99%9F,219-1號,962台東縣長濱鄉219-1號,4.8,60,,,,23.3162972,121.4567497,,https://maps.app.goo.gl/bUAJQKLXfvE67WYPA,
2579,布列塔尼二手布藝館,花蓮縣,玉里鎮,服裝店,台派布工坊,台派 Good 地圖,https://maps.google.com/?q=%E5%B8%83%E5%88%97%E5%A1%94%E5%B0%BC%E4%BA%8C%E6%89%8B%E5%B8%83%E8%97%9D%E9%A4%A8%20%E4%B8%AD%E8%8F%AF%E8%B7%AF104%E8%99%9F,中華路104號,981花蓮縣玉里鎮中華路104號,5,11,,,,23.3360771,121.3158661,,https://maps.app.goo.gl/WMPjP1cYEnEryFF49,
2580,彌勒有機果園,花蓮縣,瑞穗鄉,咖啡店,罷免立委傅崑萁連署書收件點 https://www.facebook.com/share/p/16vBLAfnUA/,台派 Good 地圖,https://maps.google.com/?q=%E5%BD%8C%E5%8B%92%E6%9C%89%E6%A9%9F%E6%9E%9C%E5%9C%92%20%E5%8C%97%E4%B8%80%E8%B7%AF123%E8%99%9F,北一路123號,978花蓮縣瑞穗鄉北一路123號,4.6,77,,,,23.5007478,121.3683271,,https://maps.app.goo.gl/r39FHVDs7qZ8kMFy6,
2581,以馬內利早餐咖啡,花蓮縣,光復鄉,早餐,八炯名單,台派 Good 地圖,https://maps.google.com/?q=%E4%BB%A5%E9%A6%AC%E5%85%A7%E5%88%A9%E6%97%A9%E9%A4%90%E5%92%96%E5%95%A1%20%E6%95%A6%E5%8E%9A%E8%B7%AF21%E8%99%9F,敦厚路21號,976花蓮縣光復鄉敦厚路21號,4.7,79,1-200,,,23.6657437,121.4256688,,https://maps.app.goo.gl/s1RKxJgyZgCLEFoNA,
2582,等你飽,花蓮縣,萬榮鄉,早餐,"店家支持罷免立法委員傅崑萁
https://www.facebook.com/share/p/164q1AQteH/",台派 Good 地圖,https://maps.google.com/?q=%E7%AD%89%E4%BD%A0%E9%A3%BD%20147%E8%99%9F,147號,979花蓮縣萬榮鄉147號,5,2,,,,23.8087825,121.443119,,https://maps.app.goo.gl/YSK7PwnPoCnFLy9u9,
2583,靜樹湖民宿,花蓮縣,壽豐鄉,民宿,"參考：八炯影片（花蓮臺派店家清單，支持罷免傅崐萁）留言
https://youtu.be/KGtqO7YJbCI",台派 Good 地圖,https://maps.google.com/?q=%E9%9D%9C%E6%A8%B9%E6%B9%96%E6%B0%91%E5%AE%BF%2043-10,43-10,974花蓮縣壽豐鄉43-10,4.9,419,,,,23.8425536,121.4806761,,https://maps.app.goo.gl/z4cnJDySVPmXiZ15A,
2584,豐盛書店,花蓮縣,壽豐鄉,書店,店內有青鳥貼紙，有“望你順遂，臺灣”的大布巾,台派 Good 地圖,https://maps.google.com/?q=%E8%B1%90%E7%9B%9B%E6%9B%B8%E5%BA%97%20%E4%B8%AD%E5%B1%B1%E8%B7%AF%E4%B8%83%E6%AE%B586-1%E8%99%9F,中山路七段86-1號,974花蓮縣壽豐鄉中山路七段86-1號,5,39,,,,23.8830418,121.513904,,https://maps.app.goo.gl/J4tT56nP9VADF3Sh8,
2585,日日黃金豆乳雞排,花蓮縣,花蓮市,炸雞,抄錄自花蓮裁傅自由地圖,台派 Good 地圖,https://maps.google.com/?q=%E6%97%A5%E6%97%A5%E9%BB%83%E9%87%91%E8%B1%86%E4%B9%B3%E9%9B%9E%E6%8E%92%20%E5%9C%8B%E8%81%AF%E4%BA%94%E8%B7%AF105%E8%99%9F%E8%B7%AF%E5%A2%83%E8%A1%8C%E6%97%85%E6%AD%A3%E5%B0%8D%E9%9D%A2,國聯五路105號路境行旅正對面,970花蓮縣花蓮市國聯五路105號路境行旅正對面,5,14,1-200,,,23.9918721,121.6051482,,https://maps.app.goo.gl/B4sJQ6QNttdQfZD48,
2586,開花結果有機豆花店,花蓮縣,吉安鄉,甜品店,"抄錄自花蓮裁傅自由地圖
另圖片上有反核旗幟",台派 Good 地圖,https://maps.google.com/?q=%E9%96%8B%E8%8A%B1%E7%B5%90%E6%9E%9C%E6%9C%89%E6%A9%9F%E8%B1%86%E8%8A%B1%E5%BA%97%20%E8%87%AA%E5%BC%B7%E8%B7%AF521%E8%99%9F,自強路521號,973花蓮縣吉安鄉自強路521號,4.7,211,,,,23.986562,121.591725,,https://maps.app.goo.gl/JSet1sCjLcHZxcse6,
2587,貳輪嶼二手機車-花蓮店,花蓮縣,花蓮市,二手電單車經銷商,"老闆支持台灣民主
https://www.threads.com/@boss_damon2/post/DMS8xJ1yafF?xmt=AQF0YMOYjWDuKzfx0mj7veN_g3uMtsmPevdO0s9rbpSB9Q",台派 Good 地圖,https://maps.google.com/?q=%E8%B2%B3%E8%BC%AA%E5%B6%BC%E4%BA%8C%E6%89%8B%E6%A9%9F%E8%BB%8A-%E8%8A%B1%E8%93%AE%E5%BA%97%20%E5%9C%8B%E8%81%AF%E4%B8%80%E8%B7%AF197%E8%99%9F,國聯一路197號,970花蓮縣花蓮市國聯一路197號,5,107,,,,23.9891995,121.6009291,,https://maps.app.goo.gl/ghzJbGYVFkRcuevy7,
2588,劉新美香燒肉店(手工碳烤豬肉乾),花蓮縣,花蓮市,燒烤用品店,抄錄自花蓮裁傅自由地圖,台派 Good 地圖,https://maps.google.com/?q=%E5%8A%89%E6%96%B0%E7%BE%8E%E9%A6%99%E7%87%92%E8%82%89%E5%BA%97(%E6%89%8B%E5%B7%A5%E7%A2%B3%E7%83%A4%E8%B1%AC%E8%82%89%E4%B9%BE)%20%E5%9C%8B%E5%AF%8C%E5%8D%81%E8%A1%9768%E8%99%9F,國富十街68號,970花蓮縣花蓮市國富十街68號,4.7,29,,,,23.9903013,121.597112,,https://maps.app.goo.gl/62uP7wmcH1yfP9Ka7,
2589,夏春記麻辣滷味,花蓮縣,花蓮市,餐廳,抄錄自花蓮裁傅自由地圖,台派 Good 地圖,https://maps.google.com/?q=%E5%A4%8F%E6%98%A5%E8%A8%98%E9%BA%BB%E8%BE%A3%E6%BB%B7%E5%91%B3%20%E5%AF%8C%E5%90%89%E8%B7%AF1%E8%99%9F1%E6%A8%93,富吉路1號1樓,970花蓮縣花蓮市富吉路1號1樓,4.8,71,1-200,,,23.9943374,121.5987577,,https://maps.app.goo.gl/bru6u1BHgLtchVHA6,
2590,早安美芝城活力美崙店,花蓮縣,花蓮市,早午餐,台灣尚勇春聯,台派 Good 地圖,https://maps.google.com/?q=%E6%97%A9%E5%AE%89%E7%BE%8E%E8%8A%9D%E5%9F%8E%E6%B4%BB%E5%8A%9B%E7%BE%8E%E5%B4%99%E5%BA%97%20%E4%B8%AD%E7%BE%8E%E8%B7%AF57%E4%B9%8B1%E8%99%9F,中美路57之1號,970花蓮縣花蓮市中美路57之1號,4.5,96,1-200,,,23.9863456,121.6213136,,https://maps.app.goo.gl/yuYVwhj8VLCBipWh8,
2591,First Floor Caf’e 壹樓 貓·咖啡,花蓮縣,花蓮市,咖啡店,"店家支持罷免立法委員傅崑萁
https://www.threads.com/@firstfloorcafe/post/DI-0QaBSEoI",台派 Good 地圖,https://maps.google.com/?q=First%2BFloor%2BCaf%E2%80%99e%2B%E5%A3%B9%E6%A8%93%2B%E8%B2%93%C2%B7%E5%92%96%E5%95%A1%20%E4%B8%AD%E7%BE%8E%E8%B7%AF67-7%E8%99%9F,中美路67-7號,970花蓮縣花蓮市中美路67-7號,4.8,642,200-400,,,23.9872266,121.6220638,,https://maps.app.goo.gl/7TfjVjtPeFVXWa3L6,
2592,邊境法式點心坊,花蓮縣,花蓮市,點心店,"店家支持罷免立法委員傅崑萁
https://m.facebook.com/story.php?story_fbid=pfbid02FbRtVizw3NAWFH7evG6Nwp646JCEdDaRJj6x9pxSHcDeFWVaHsFeLEVH8c9RrNmgl&id=100064670382758&mibextid=Nif5oz",台派 Good 地圖,https://maps.google.com/?q=%E9%82%8A%E5%A2%83%E6%B3%95%E5%BC%8F%E9%BB%9E%E5%BF%83%E5%9D%8A%20%E6%98%8E%E6%99%BA%E8%A1%9773%E8%99%9F,明智街73號,970花蓮縣花蓮市明智街73號,4.4,2528,200-400,,,23.9855527,121.6046593,,https://maps.app.goo.gl/L4PAdnpmtgnkXq46A,
2593,黑鯨咖啡館,花蓮縣,花蓮市,咖啡廳,八炯名單,台派 Good 地圖,https://maps.google.com/?q=%E9%BB%91%E9%AF%A8%E5%92%96%E5%95%A1%E9%A4%A8%20%E6%9E%97%E6%A3%AE%E8%B7%AF255-1%E8%99%9F,林森路255-1號,970花蓮縣花蓮市林森路255-1號,4.6,216,1-200,,,23.9791326,121.6017476,,https://maps.app.goo.gl/zreqPDWqLRzwuGq17,
2594,花蓮木瓜牛奶,花蓮縣,花蓮市,冰品飲料店,八炯名單,台派 Good 地圖,https://maps.google.com/?q=%E8%8A%B1%E8%93%AE%E6%9C%A8%E7%93%9C%E7%89%9B%E5%A5%B6%20%E5%8D%97%E4%BA%AC%E8%A1%97346%E8%99%9F,南京街346號,970花蓮縣花蓮市南京街346號,4.1,227,1-200,,,23.9758958,121.6081335,,https://maps.app.goo.gl/soJLTEzwxhbmqExBA,
2595,陳紀臭豆腐麻辣鴨血,花蓮縣,花蓮市,熟食店,抄錄自花蓮裁傅自由地圖,台派 Good 地圖,https://maps.google.com/?q=%E9%99%B3%E7%B4%80%E8%87%AD%E8%B1%86%E8%85%90%E9%BA%BB%E8%BE%A3%E9%B4%A8%E8%A1%80%20%E5%BB%A3%E6%9D%B1%E8%A1%97298%E8%99%9F%E5%BE%8C%E6%96%B9%20%E6%98%8E%E7%BE%A9%E8%A1%97,廣東街298號後方 明義街,970花蓮縣花蓮市廣東街298號後方 明義街,4,550,1-200,,,23.9729057,121.6084294,,https://maps.app.goo.gl/buDNCnZWw4Dy3NLx9,
2596,麻煩捲餅,花蓮縣,花蓮市,土耳其捲餅餐廳,抄錄自花蓮裁傅自由地圖,台派 Good 地圖,https://maps.google.com/?q=%E9%BA%BB%E7%85%A9%E6%8D%B2%E9%A4%85%20%E5%A4%A7%E5%90%8C%E8%A1%9734%E8%99%9F,大同街34號,970花蓮縣花蓮市大同街34號,5,13,1-200,,,23.9804395,121.6064958,,https://maps.app.goo.gl/Dw7DNZ2RCwsuTrYL8,
2597,想你電台,花蓮縣,花蓮市,咖啡店,"田智宣文化藝術基金會經營；可參考八炯影片（花蓮臺派店家清單，支持罷免傅崐萁）
https://youtu.be/KGtqO7YJbCI",台派 Good 地圖,https://maps.google.com/?q=%E6%83%B3%E4%BD%A0%E9%9B%BB%E5%8F%B0%20%E4%BB%81%E6%84%9B%E8%A1%97102%E5%B7%B71%E8%99%9F,仁愛街102巷1號,970花蓮縣花蓮市仁愛街102巷1號,4.6,191,1-200,,,23.9780619,121.6024732,,https://maps.app.goo.gl/WTnEmETRexJXFuPY8,
2598,花蓮初樂炸雞,花蓮縣,花蓮市,小食/零食吧,"分享支持罷免立法委員傅崑萁活動
https://www.facebook.com/share/p/19Wq7zRXxn/",台派 Good 地圖,https://maps.google.com/?q=%E8%8A%B1%E8%93%AE%E5%88%9D%E6%A8%82%E7%82%B8%E9%9B%9E%20%E4%B8%AD%E7%A6%8F%E8%B7%AF147%E8%99%9F,中福路147號,970花蓮縣花蓮市中福路147號,4.8,320,1-200,,,23.972266,121.6017671,,https://maps.app.goo.gl/NxjREBEBvbqCXziA8,
2599,麥廚｜小火廚房｜吃飯吃甜吃涼,花蓮縣,花蓮市,餐廳,抄錄自花蓮裁傅自由地圖,台派 Good 地圖,https://maps.google.com/?q=%E9%BA%A5%E5%BB%9A%EF%BD%9C%E5%B0%8F%E7%81%AB%E5%BB%9A%E6%88%BF%EF%BD%9C%E5%90%83%E9%A3%AF%E5%90%83%E7%94%9C%E5%90%83%E6%B6%BC%20%E7%A6%8F%E5%BB%BA%E8%A1%97208%E8%99%9F%E4%B8%80%E6%A8%93,福建街208號一樓,970002花蓮縣花蓮市福建街208號一樓,4.8,112,1-200,,,23.9701689,121.6026903,,https://maps.app.goo.gl/sdq8dpVo8w6b7HZj7,
2600,温語咖啡,花蓮縣,花蓮市,咖啡店,"店家支持罷免立法委員傅崑萁
https://www.facebook.com/share/p/164q1AQteH/",台派 Good 地圖,https://maps.google.com/?q=%E6%B8%A9%E8%AA%9E%E5%92%96%E5%95%A1%20%E8%8E%8A%E6%95%AC%E8%B7%AF186%E8%99%9F,莊敬路186號,970花蓮縣花蓮市莊敬路186號,5,18,1-200,,,23.9896474,121.5936905,,https://maps.app.goo.gl/1RLgkkeWutT5YCqT7,
2601,余家堂藥房,花蓮縣,吉安鄉,藥房,罷免立委傅崑萁連署書收件點 https://www.facebook.com/share/p/16vBLAfnUA/,台派 Good 地圖,https://maps.google.com/?q=%E4%BD%99%E5%AE%B6%E5%A0%82%E8%97%A5%E6%88%BF%20%E5%90%89%E5%AE%89%E8%B7%AF%E4%B8%89%E6%AE%B598%E8%99%9F,吉安路三段98號,973花蓮縣吉安鄉吉安路三段98號,5,2,,,,23.9681296,121.5596375,,https://maps.app.goo.gl/6WiSfeFw9v1uuZoT8,
2602,吉安市場雞蛋糕,花蓮縣,吉安鄉,行動餐車,https://www.threads.com/@irispan_8888/post/DLfVa2dP7I8,台派 Good 地圖,https://maps.google.com/?q=%E5%90%89%E5%AE%89%E5%B8%82%E5%A0%B4%E9%9B%9E%E8%9B%8B%E7%B3%95%20%E4%B8%AD%E5%B1%B1%E8%B7%AF%E4%B8%89%E6%AE%B52%E8%99%9F,中山路三段2號,973花蓮縣吉安鄉中山路三段2號,4.6,15,,,,23.9737181,121.5789859,,https://maps.app.goo.gl/7uqkCGDuFw96E522A,
2603,不尽咖啡炙焙所 |預約制|,花蓮縣,吉安鄉,咖啡烘焙商,"八炯名單，可參考他的影片（花蓮臺派店家清單，支持罷免傅崐萁）
https://youtu.be/KGtqO7YJbCI",台派 Good 地圖,https://maps.google.com/?q=%E4%B8%8D%E5%B0%BD%E5%92%96%E5%95%A1%E7%82%99%E7%84%99%E6%89%80%2B%7C%E9%A0%90%E7%B4%84%E5%88%B6%7C%20%E5%B9%B2%E5%9F%8E%E4%BA%8C%E8%A1%9739%E8%99%9F,干城二街39號,973花蓮縣吉安鄉干城二街39號,4.4,21,,,,23.9458971,121.545365,,https://maps.app.goo.gl/vn1rsEvaWteiU6zn6,
